	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM2070501_OCio-06-Pao1-B-Cip-D94-3-Pae_G1a-a1.CEL	0.39123896	0.39386642	0.39298767	0.39175817	0.39386088	0.39135396	0.39146492	0.3911828	0.3887666	0.39442033	0.3944512	0.39118555	0.3933158	0.389909	0.38905638	0.3946503	0.3954916	0.3966708	0.3957656	0.39500675	0.39224565	0.39441612	0.39550078	0.39171112	0.39294928	0.39209208	0.39273918	0.390303	0.39198238	0.39134777	0.38763198	0.39082927	0.39704978	0.39067602	0.39153382	0.39756674	0.39517206	0.38609526	0.3953602	0.39496702	0.39364076	0.39634293	0.3895049	0.38903695	0.39069793	0.39464214	0.39724225	0.39036855	0.3956365	0.39933324	0.39799502	0.39270428	0.39240286	0.39003515	0.39363214	0.39536664	0.38870183	0.39455318	0.39146304	0.38860017	0.39393267	0.39381897	0.3967666	0.39166653	0.38893372	0.39338705	0.39024863	0.39113984	0.39373833	0.39020753	0.38676843	0.39557344	0.3933274	0.39010128	0.39090595	0.39216205	0.38977072	0.38973254	0.39274392	0.3923111	0.3907415	0.39451838	0.39346913	0.3984951	0.3925514	0.39732024	0.39397895	0.38897088	0.39178127	0.3919776	0.39310414	0.38742512	0.39512312	0.39134085	0.3908117	0.3914156	0.39023018	0.39470118	0.3956879	0.39227837	0.56252027	0.765665	0.42036757	0.34138164	0.49125013	0.77007467	0.59466153	0.76983505	0.37920997	0.34860125	0.3628667	0.57152045	0.391055	0.5022781	0.31659377	0.32841754	0.38252723	0.35570398	0.20021752	0.38773772	0.542955	0.46037596	0.41564354	0.37344977	0.39053634	0.39544463	0.25736627	0.64779794	0.37655348	0.44754797	0.3410873	0.72038186	0.30707607	0.51897705	0.69368505	0.58116305	0.73025674	0.3286211	0.37874016	0.37568176	0.40804225	0.48769718	0.5525998	0.6275632	0.30165973	0.6302217	0.46820506	0.4902245	0.22516774	0.7117626	0.35637337	0.40676653	0.6890962	0.57718927	0.46318427	0.37816066	0.5680295	0.36621758	0.7194391	0.30186176	0.72714174	0.37428278	0.3554911	0.74113846	0.37758645	0.6300807	0.64364237	0.3581954	0.70623374	0.3052633	0.60606575	0.25380296	0.30810958	0.64439344	0.6730015	0.59792554	0.32871643	0.50295657	0.37660027	0.49958906	0.7110794	0.6837302	0.6104638	0.74796027	0.53278595	0.71147615	0.26841524	0.59863186	0.5515601	0.33224306	0.5397927	0.6719418	0.3440561	0.3624048	0.73134863	0.2277454	0.36779287	0.7161207	0.28823358	0.67583025
GSM838220_PAO1-5344-4_Pae_G1a.CEL	0.3925696	0.3952195	0.39434847	0.39308515	0.39520133	0.39268187	0.39279684	0.39252123	0.39010933	0.39576337	0.39580497	0.3925051	0.39464265	0.39128622	0.3903887	0.39597136	0.3968553	0.39799264	0.39710116	0.39636558	0.39359918	0.39573923	0.39682946	0.3930522	0.39427203	0.39346567	0.39409277	0.39162868	0.39328268	0.39271381	0.3889559	0.39215207	0.3983935	0.39201146	0.39285892	0.3988847	0.39648598	0.3874196	0.39666688	0.3962912	0.39500156	0.3976883	0.39086643	0.39039817	0.39200467	0.39598328	0.3985774	0.39169	0.39697117	0.40070286	0.39932525	0.39401227	0.3937653	0.3913684	0.39496887	0.39670178	0.39002752	0.39588454	0.39279866	0.38994747	0.39527297	0.39516163	0.39812264	0.39301676	0.3902488	0.39471567	0.39158145	0.39247927	0.3950504	0.3915435	0.3881052	0.39691663	0.39470237	0.39141697	0.3922321	0.3934884	0.39109236	0.39110196	0.3940817	0.39366025	0.39207473	0.39585584	0.39480335	0.39984366	0.39388743	0.39863884	0.39528698	0.39029038	0.3930823	0.3932937	0.39446962	0.3887495	0.39643997	0.3926715	0.39212164	0.39274827	0.3915618	0.3961007	0.3970244	0.39361733	0.56284	0.7660501	0.42055377	0.3415482	0.49146387	0.77044743	0.59486204	0.7702277	0.37944886	0.3487416	0.36309546	0.5717809	0.39123717	0.50252175	0.31671795	0.32857692	0.38267022	0.35582632	0.20030059	0.38792607	0.5432217	0.4606026	0.41586703	0.37357274	0.39074057	0.3956261	0.2574666	0.64804924	0.37676087	0.44778088	0.3411995	0.72071105	0.30721107	0.5192362	0.69400305	0.58141017	0.73065925	0.3287512	0.3788785	0.3758273	0.40822208	0.48799673	0.5528809	0.62784916	0.30172205	0.6305451	0.46846345	0.490423	0.2252705	0.7121653	0.35654408	0.4069609	0.6894799	0.57746977	0.46345103	0.3783077	0.5683602	0.36635545	0.719806	0.30192864	0.72750014	0.37445596	0.3556568	0.7415425	0.377713	0.63045114	0.6439372	0.3583797	0.7065626	0.30537057	0.60633403	0.25392127	0.30825788	0.6446468	0.6733368	0.59820604	0.32887655	0.50313437	0.3767472	0.4999008	0.7114597	0.68412435	0.61076224	0.7483076	0.5330784	0.71188307	0.26851484	0.5988796	0.5518572	0.33232453	0.5400408	0.6722765	0.34422317	0.36257657	0.73171204	0.22785813	0.36801398	0.71651626	0.28835058	0.6761603
GSM251201.CEL	0.39369023	0.39635912	0.39549452	0.39420277	0.3963302	0.39380026	0.3939186	0.39364848	0.3912402	0.39689445	0.39694506	0.39361647	0.39576012	0.39244634	0.39151075	0.39708388	0.3980038	0.39910582	0.398226	0.39751002	0.39473915	0.39685357	0.3979485	0.39418167	0.39538604	0.39462256	0.39523274	0.39274517	0.39437774	0.3938644	0.39007095	0.39326608	0.39952517	0.39313623	0.39397496	0.39999458	0.3975925	0.3885351	0.39776728	0.39740637	0.3961477	0.39882126	0.39201316	0.39154455	0.39310518	0.39711267	0.39970183	0.39280292	0.39809516	0.40185633	0.40044552	0.39511377	0.39491278	0.39249122	0.39609465	0.39782614	0.391144	0.39700577	0.39392352	0.39108223	0.39640176	0.39629236	0.39926472	0.39415398	0.3913564	0.39583468	0.39270392	0.3936074	0.39615536	0.3926687	0.38923123	0.3980478	0.39586043	0.39252505	0.39334893	0.39460546	0.39220554	0.39225543	0.3952084	0.3947965	0.39319763	0.39698225	0.3959271	0.40097934	0.39501265	0.3997493	0.39638856	0.39140174	0.39417806	0.3944021	0.39561972	0.38986498	0.3975489	0.3937921	0.39322487	0.39387068	0.39268333	0.3972793	0.39814997	0.39474493	0.5631089	0.7663738	0.42071044	0.34168842	0.49164367	0.77076083	0.5950308	0.77055764	0.37964985	0.3488597	0.36328802	0.57199997	0.39139047	0.50272673	0.3168224	0.328711	0.38279054	0.35592917	0.20037052	0.3880846	0.5434461	0.46079332	0.41605508	0.3736762	0.39091247	0.39577875	0.25755095	0.64826065	0.37693545	0.44797683	0.34129396	0.7209878	0.30732462	0.51945424	0.6942705	0.58161795	0.73099744	0.3288607	0.3789949	0.37594977	0.40837333	0.48824877	0.55311745	0.6280897	0.3017745	0.630817	0.46868077	0.49058998	0.22535688	0.7125038	0.35668787	0.4071245	0.6898026	0.5777057	0.46367553	0.3784314	0.5686384	0.36647132	0.72011447	0.301985	0.72780156	0.37460166	0.3557962	0.74188226	0.37781942	0.6307627	0.6441852	0.35853478	0.706839	0.30546084	0.6065597	0.25402087	0.30838272	0.64485985	0.6736189	0.59844196	0.3290113	0.50328386	0.37687084	0.500163	0.7117794	0.68445563	0.6110133	0.7485995	0.53332436	0.71222496	0.26859868	0.59908795	0.5521071	0.3323931	0.5402494	0.67255807	0.34436372	0.36272112	0.7320175	0.22795294	0.36820003	0.7168488	0.288449	0.6764378
GSM1958026_L-lysine_1.CEL	0.39426154	0.39694008	0.39607882	0.3947725	0.3969057	0.39437044	0.3944905	0.39422315	0.3918168	0.39747104	0.39752626	0.39418304	0.39632976	0.39303768	0.39208287	0.39765105	0.39858925	0.3996733	0.39879936	0.39809346	0.39532033	0.3974216	0.39851898	0.3947575	0.39595392	0.3952124	0.3958139	0.39331433	0.394936	0.39445096	0.39063945	0.39383402	0.4001021	0.39370966	0.39454392	0.4005604	0.39815664	0.3891038	0.39832824	0.39797485	0.39673197	0.39939886	0.39259782	0.39212912	0.3936662	0.39768845	0.40027508	0.39337033	0.39866817	0.40244436	0.40101656	0.39567533	0.3954978	0.3930637	0.39666852	0.39839938	0.39171323	0.3975774	0.394497	0.39166078	0.39697722	0.3968688	0.39984694	0.39473373	0.39192107	0.3964051	0.39327618	0.39418247	0.39671868	0.39324236	0.38980523	0.3986245	0.39645082	0.39308992	0.39391837	0.39517495	0.39277306	0.39284343	0.3957828	0.39537585	0.39377013	0.3975565	0.39649996	0.40155837	0.3955863	0.40031537	0.39695013	0.3919683	0.39473665	0.39496717	0.39620602	0.39043367	0.39811432	0.3943634	0.39378735	0.39444292	0.3932551	0.39788017	0.39872372	0.39531988	0.56324595	0.76653856	0.42079023	0.3417598	0.49173525	0.77092034	0.59511673	0.77072555	0.37975225	0.3489199	0.36338612	0.5721116	0.39146858	0.50283116	0.31687567	0.32877937	0.3828518	0.35598162	0.20040615	0.38816532	0.54356045	0.46089044	0.41615087	0.3737289	0.391	0.3958566	0.25759396	0.64836824	0.37702432	0.44807667	0.341342	0.72112876	0.3073824	0.5195653	0.6944067	0.58172387	0.73116964	0.32891643	0.37905416	0.3760122	0.40845037	0.48837715	0.55323786	0.62821215	0.30180117	0.63095546	0.4687915	0.4906751	0.22540097	0.71267617	0.35676116	0.40720782	0.68996686	0.5778259	0.46378982	0.37849444	0.56878006	0.36653045	0.7202715	0.30201367	0.727955	0.3746759	0.35586718	0.7420551	0.37787363	0.6309213	0.6443115	0.35861376	0.7069799	0.30550677	0.6066747	0.25407156	0.30844632	0.64496845	0.6737625	0.5985622	0.32907996	0.5033601	0.3769339	0.5002966	0.71194226	0.6846243	0.61114115	0.7487481	0.5334497	0.7123992	0.26864135	0.5991941	0.55223435	0.332428	0.54035574	0.6727014	0.34443536	0.36279476	0.7321731	0.22800119	0.36829486	0.7170181	0.28849918	0.6765791
MSC_10.CEL	0.39512965	0.39782286	0.3969666	0.39563826	0.39778018	0.39523676	0.39535946	0.39509642	0.3926929	0.3983472	0.3984094	0.39504394	0.3971954	0.39393634	0.39295208	0.3985128	0.39947885	0.40053552	0.3996706	0.39898	0.39620337	0.39828473	0.39938575	0.39563245	0.39681685	0.3961086	0.39669695	0.3941792	0.39578423	0.3953422	0.39150316	0.39469698	0.4009786	0.39458096	0.3954084	0.40142006	0.39901376	0.38996792	0.39918056	0.39883867	0.39761975	0.40027645	0.39348617	0.3930172	0.39451867	0.39856339	0.401146	0.39423236	0.39953882	0.40333784	0.40188426	0.3965285	0.39638665	0.39393345	0.39754057	0.39927036	0.3925782	0.39844587	0.39536837	0.39253986	0.39785162	0.3977447	0.40073153	0.3956147	0.39277905	0.39727184	0.39414576	0.39505634	0.3975746	0.394114	0.39067754	0.39950076	0.39734796	0.3939483	0.39478353	0.39604023	0.39363524	0.3937369	0.39665556	0.396256	0.3946399	0.39842904	0.3973704	0.402438	0.3964579	0.40117556	0.3978034	0.39282918	0.39558542	0.39582565	0.3970969	0.39129788	0.39897335	0.3952315	0.3946419	0.3953123	0.39412385	0.39879316	0.39959553	0.3961934	0.563454	0.7667886	0.42091146	0.34186828	0.49187434	0.7711624	0.5952472	0.77098036	0.3799078	0.34901124	0.3635351	0.572281	0.39158723	0.5029897	0.31695646	0.32888308	0.3829449	0.3560612	0.2004602	0.38828793	0.543734	0.46103796	0.4162964	0.37380895	0.39113298	0.39597464	0.2576593	0.6485317	0.37715936	0.44822827	0.34141508	0.7213427	0.30747035	0.5197339	0.69461346	0.5818846	0.731431	0.3290012	0.37914425	0.37610695	0.4085674	0.48857215	0.5534208	0.6283982	0.30184174	0.6311658	0.46895966	0.49080423	0.22546785	0.7129378	0.3568723	0.40733436	0.6902162	0.5780084	0.46396342	0.37859017	0.5689952	0.36662012	0.7205099	0.3020572	0.7281878	0.37478864	0.35597512	0.7423175	0.37795597	0.6311622	0.64450324	0.35873383	0.70719355	0.30557656	0.60684913	0.25414866	0.3085429	0.64513326	0.6739806	0.59874463	0.32918417	0.5034758	0.37702954	0.5004994	0.71218926	0.6848804	0.6113353	0.7489738	0.53363997	0.7126636	0.26870623	0.5993553	0.55242765	0.33248103	0.54051715	0.6729189	0.3445441	0.3629066	0.7324091	0.22807452	0.36843884	0.7172751	0.28857538	0.6767937
GSM1267111_HZI1977_G1a.CEL	0.39525682	0.39795217	0.39709666	0.39576507	0.3979082	0.39536366	0.3954867	0.39522424	0.39282116	0.39847553	0.39853877	0.39517	0.39732218	0.39406797	0.39307937	0.398639	0.39960915	0.4006618	0.3997982	0.39910984	0.39633268	0.3984111	0.3995127	0.3957606	0.3969432	0.39623982	0.3968263	0.39430586	0.39590847	0.39547274	0.39162967	0.3948234	0.40110704	0.39470857	0.39553502	0.40154594	0.39913929	0.39009452	0.39930537	0.39896515	0.39774984	0.400405	0.3936163	0.39314732	0.39464355	0.39869148	0.40127358	0.39435866	0.3996663	0.40346867	0.40201133	0.39665347	0.3965169	0.39406085	0.39766833	0.39939797	0.39270487	0.39857307	0.39549592	0.39266863	0.39797965	0.397873	0.40086108	0.39574373	0.3929047	0.39739886	0.3942731	0.39518434	0.39769995	0.3942416	0.3908053	0.3996291	0.3974793	0.394074	0.39491022	0.39616692	0.39376155	0.39386776	0.39678335	0.3963849	0.39476734	0.39855686	0.39749786	0.40256688	0.3965856	0.40130147	0.39792833	0.39295527	0.39570978	0.39595142	0.39722738	0.3914244	0.39909914	0.3953586	0.39476705	0.3954397	0.39425108	0.3989269	0.3997232	0.39632133	0.56348443	0.76682526	0.4209292	0.34188417	0.4918947	0.77119786	0.59526634	0.77101773	0.37993056	0.34902462	0.3635569	0.5723058	0.39160454	0.50301296	0.31696835	0.3288983	0.38295853	0.35607287	0.20046806	0.3883059	0.5437594	0.46105957	0.41631767	0.3738207	0.3911524	0.39599195	0.25766885	0.6485556	0.37717918	0.44825044	0.34142575	0.7213741	0.30748323	0.5197586	0.6946437	0.5819081	0.7314693	0.3290136	0.37915742	0.3761208	0.40858456	0.4886006	0.55344754	0.6284254	0.30184767	0.63119656	0.4689843	0.49082318	0.22547762	0.71297604	0.3568886	0.40735286	0.69025266	0.5780351	0.4639888	0.37860414	0.5690267	0.36663324	0.72054476	0.30206358	0.7282219	0.37480515	0.35599092	0.74235594	0.377968	0.63119745	0.64453137	0.35875133	0.7072248	0.30558684	0.6068747	0.25415993	0.3085571	0.6451573	0.6740124	0.59877133	0.32919946	0.5034927	0.37704358	0.5005291	0.7122255	0.6849179	0.6113637	0.74900675	0.5336678	0.71270216	0.26871574	0.5993789	0.55245596	0.33248878	0.54054075	0.6729508	0.34456003	0.362923	0.7324437	0.22808531	0.36845994	0.7173127	0.28858653	0.67682505
GSM743006_PAO1-PC24-c.CEL	0.39557457	0.3982753	0.39742166	0.39608192	0.39822832	0.39568081	0.39580482	0.3955439	0.39314187	0.3987962	0.39886203	0.39548516	0.39763904	0.39439696	0.3933976	0.3989545	0.39993477	0.40097746	0.4001171	0.3994344	0.39665592	0.3987271	0.39982992	0.39608088	0.39725912	0.3965679	0.39714956	0.3946225	0.39621902	0.39579907	0.3919459	0.39513934	0.40142784	0.39502758	0.39585155	0.40186065	0.39945304	0.39041084	0.39961737	0.39928138	0.39807484	0.40072623	0.39394155	0.39347243	0.39495564	0.3990117	0.4015924	0.3946742	0.39998496	0.40379566	0.40232894	0.3969658	0.39684227	0.39437932	0.39798754	0.39971676	0.39302152	0.39889103	0.39581499	0.3929904	0.39829972	0.39819363	0.40118492	0.39606622	0.3932188	0.39771613	0.39459142	0.3955042	0.39801326	0.3945607	0.39112464	0.39994982	0.3978077	0.3943882	0.39522693	0.39648372	0.3940772	0.3941949	0.3971029	0.39670715	0.39508578	0.39887622	0.39781654	0.40288886	0.39690468	0.40161633	0.3982407	0.39327043	0.39602044	0.3962657	0.3975535	0.3917407	0.39941362	0.3956764	0.39507997	0.39575797	0.39456916	0.39926118	0.40004238	0.39664108	0.56356055	0.76691663	0.4209735	0.34192386	0.49194565	0.77128637	0.595314	0.77111083	0.37998748	0.34905812	0.3636114	0.5723678	0.39164796	0.503071	0.31699795	0.32893625	0.3829926	0.356102	0.20048791	0.38835075	0.54382294	0.4611136	0.4163709	0.37384993	0.39120114	0.39603516	0.2576927	0.6486154	0.37722856	0.4483059	0.34145248	0.72145224	0.30751538	0.5198203	0.6947192	0.58196694	0.7315648	0.32904458	0.37919036	0.37615544	0.40862736	0.488672	0.5535145	0.6284935	0.3018625	0.63127345	0.4690458	0.49087042	0.22550206	0.7130717	0.3569293	0.40739918	0.69034386	0.5781019	0.46405238	0.3786392	0.5691054	0.36666605	0.720632	0.3020795	0.72830707	0.3748464	0.35603043	0.74245185	0.37799817	0.6312856	0.6446015	0.3587953	0.7073029	0.3056124	0.6069385	0.25418815	0.3085924	0.6452176	0.67409223	0.59883815	0.32923758	0.50353503	0.37707856	0.5006034	0.7123158	0.68501145	0.6114347	0.7490892	0.5337374	0.7127989	0.26873946	0.5994378	0.55252665	0.33250815	0.5405998	0.6730305	0.34459978	0.36296389	0.73253	0.22811212	0.36851257	0.71740663	0.28861436	0.6769035
GSM251203.CEL	0.39644364	0.3991591	0.3983105	0.39694872	0.3991038	0.3965482	0.39667484	0.39641815	0.394019	0.39967343	0.39974627	0.39634708	0.39850566	0.39529675	0.39426786	0.39981726	0.40082553	0.40184063	0.40098938	0.40032196	0.3975401	0.39959118	0.4006977	0.39695686	0.39812303	0.3974652	0.39803365	0.3954884	0.39706823	0.3966914	0.3928108	0.39600328	0.40230542	0.39589992	0.39671707	0.4027213	0.4003111	0.39127612	0.4004707	0.4001462	0.3989637	0.40160486	0.394831	0.39436164	0.39580914	0.39988765	0.40246436	0.3955374	0.4008566	0.40469012	0.40319762	0.39782003	0.3977323	0.39525017	0.39886057	0.40058872	0.39388755	0.3997605	0.39668736	0.39387065	0.39917514	0.39907053	0.40207055	0.39694822	0.39407787	0.39858383	0.39546204	0.39637914	0.39887017	0.3954334	0.391998	0.40082705	0.39870584	0.3952476	0.39609316	0.39735004	0.39494053	0.39508948	0.39797667	0.39758837	0.39595667	0.3997498	0.398688	0.40376955	0.39777735	0.4024774	0.3990949	0.39413238	0.39687023	0.39712527	0.3984455	0.3926059	0.40027356	0.39654553	0.39593554	0.39662847	0.39543897	0.40017527	0.40091518	0.39751565	0.5637685	0.76716644	0.42109478	0.34203237	0.49208474	0.7715281	0.59544456	0.7713654	0.380143	0.3491494	0.36376044	0.57253724	0.39176658	0.50322956	0.31707874	0.32904005	0.38308567	0.3561816	0.20054193	0.3884734	0.5439965	0.46126112	0.41651642	0.37393007	0.3913341	0.39615333	0.257758	0.64877874	0.37736365	0.44845754	0.34152555	0.72166604	0.3076033	0.51998895	0.6949259	0.58212763	0.7318259	0.3291293	0.3792804	0.37625024	0.4087444	0.48886696	0.5536974	0.6286794	0.3019031	0.6314836	0.469214	0.49099964	0.22556905	0.7133331	0.35704044	0.40752575	0.69059306	0.5782843	0.46422598	0.37873492	0.56932044	0.36675578	0.7208702	0.30212307	0.72853976	0.37495917	0.3561383	0.7427141	0.3780805	0.6315264	0.6447933	0.35891533	0.70751655	0.3056822	0.60711294	0.2542652	0.30868912	0.6453823	0.67431015	0.59902054	0.32934195	0.5036507	0.37717423	0.5008062	0.71256274	0.6852675	0.6116288	0.7493146	0.5339277	0.713063	0.26880434	0.59959894	0.5527199	0.33256122	0.54076123	0.6732479	0.3447086	0.3630758	0.732766	0.22818552	0.36865658	0.71766347	0.28869063	0.67711794
GSM838210_OXYR-PM-3_Pae_G1a.CEL	0.39703757	0.39976305	0.39891788	0.397541	0.39970207	0.39714086	0.39726934	0.39701566	0.39461848	0.4002728	0.40035042	0.39693603	0.39909783	0.39591157	0.39486265	0.40040675	0.40143406	0.40243047	0.4015854	0.40092844	0.3981443	0.40018165	0.40129068	0.39755547	0.39871332	0.39807844	0.39863786	0.39608005	0.39764857	0.39730123	0.39340177	0.3965937	0.40290505	0.396496	0.3973085	0.4033094	0.40089747	0.3918674	0.4010538	0.40073714	0.39957112	0.4022052	0.39543882	0.39496934	0.39639232	0.4004862	0.40306014	0.39612722	0.40145224	0.40530136	0.40379125	0.39840376	0.39834043	0.3958453	0.39945716	0.40118456	0.39447927	0.4003547	0.39728352	0.39447206	0.3997733	0.39966977	0.40267575	0.3975509	0.39466485	0.3991768	0.39605698	0.39697704	0.3994557	0.39602974	0.3925948	0.4014265	0.39931962	0.39583483	0.39668506	0.397942	0.39553046	0.3957008	0.39857376	0.39819056	0.3965518	0.40034676	0.39928347	0.40437132	0.39837363	0.40306577	0.39967868	0.3947214	0.3974509	0.39771268	0.39905497	0.39319718	0.4008613	0.39713937	0.39652026	0.39722332	0.39603338	0.40079996	0.4015116	0.3981133	0.56391054	0.76733696	0.42117754	0.34210646	0.49217966	0.7716931	0.59553367	0.7715391	0.3802493	0.34921187	0.3638622	0.57265294	0.39184758	0.5033378	0.31713396	0.32911095	0.3831493	0.356236	0.20057891	0.38855717	0.544115	0.46136189	0.41661578	0.37398472	0.39142495	0.39623404	0.25780264	0.64889026	0.37745586	0.44856107	0.34157544	0.72181207	0.30766332	0.5201041	0.695067	0.5822374	0.73200417	0.32918715	0.37934193	0.37631497	0.40882435	0.4890001	0.5538223	0.62880635	0.30193081	0.63162714	0.46932888	0.49108788	0.22561477	0.7135115	0.3571165	0.4076122	0.69076324	0.5784089	0.4643446	0.37880027	0.56946737	0.36681706	0.7210328	0.3021528	0.7286986	0.3750362	0.356212	0.742893	0.37813672	0.63169074	0.64492404	0.35899732	0.70766234	0.3057299	0.6072321	0.25431785	0.30875504	0.6454947	0.67445886	0.5991451	0.32941315	0.5037297	0.3772396	0.5009448	0.7127313	0.68544215	0.6117613	0.7494684	0.5340576	0.71324325	0.26884866	0.599709	0.55285186	0.33259746	0.5408714	0.6733964	0.34478292	0.3631522	0.7329269	0.2282356	0.36875495	0.71783876	0.28874266	0.67726433
GSM546246.CEL	0.39735582	0.4000867	0.3992434	0.3978584	0.40002266	0.39745852	0.39758795	0.3973358	0.39493972	0.40059403	0.4006742	0.39725167	0.39941514	0.39624113	0.39518133	0.4007227	0.40176025	0.4027466	0.4019048	0.40125343	0.39846805	0.40049812	0.40160844	0.39787626	0.3990297	0.398407	0.3989616	0.39639726	0.39795953	0.397628	0.39371845	0.39691007	0.40322644	0.39681548	0.3976255	0.4036245	0.40121162	0.39218426	0.40136623	0.4010538	0.39989662	0.40252692	0.39576456	0.395295	0.3967049	0.40080687	0.40337944	0.39644328	0.40177146	0.4056289	0.40410927	0.39871657	0.3986663	0.39616424	0.39977688	0.40150386	0.39479643	0.4006731	0.39760295	0.39479443	0.4000939	0.3999909	0.403	0.39787388	0.39497945	0.3994946	0.3963758	0.3972974	0.39976948	0.39634934	0.39291462	0.4017477	0.39964852	0.39614958	0.39700225	0.39825925	0.39584664	0.39602852	0.3988937	0.39851332	0.39687067	0.40066662	0.3996026	0.4046938	0.3986932	0.40338108	0.39999154	0.39503706	0.39776206	0.3980274	0.3993816	0.39351404	0.4011761	0.39745763	0.3968336	0.3975421	0.39635187	0.40113473	0.40183124	0.3984335	0.5639866	0.7674281	0.42122185	0.34214616	0.49223062	0.77178156	0.5955814	0.7716322	0.38030624	0.34924534	0.36391675	0.5727149	0.391891	0.50339586	0.3171636	0.32914895	0.38318333	0.35626513	0.20059879	0.38860202	0.54417855	0.46141583	0.41666904	0.374014	0.39147362	0.39627728	0.25782654	0.64895	0.3775053	0.44861653	0.34160215	0.7218903	0.30769548	0.5201658	0.69514245	0.5822962	0.7320996	0.3292182	0.37937486	0.37634963	0.40886718	0.48907143	0.55388916	0.6288743	0.30194566	0.6317041	0.46939033	0.49113515	0.2256392	0.71360713	0.35715714	0.4076585	0.6908543	0.5784756	0.4644081	0.37883532	0.569546	0.3668499	0.7211199	0.30216876	0.7287837	0.37507743	0.3562515	0.74298877	0.37816688	0.63177884	0.64499414	0.35904124	0.70774037	0.30575544	0.60729593	0.25434607	0.3087904	0.645555	0.67453855	0.5992118	0.32945126	0.5037721	0.37727463	0.501019	0.71282154	0.6855358	0.6118323	0.74955094	0.53412724	0.7133398	0.26887238	0.59976786	0.55292255	0.3326169	0.54093045	0.6734759	0.34482273	0.3631931	0.7330132	0.22826244	0.36880764	0.7179325	0.28877047	0.6773427
