	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM244070.CEL	0.7188136	0.7245614	0.7274826	0.71848613	0.72371525	0.7189648	0.72140586	0.7214377	0.7213648	0.7228294	0.7251637	0.71810764	0.71988195	0.72781414	0.71877664	0.7178972	0.72868687	0.7212586	0.723657	0.7264048	0.7237477	0.71954674	0.72091454	0.72195876	0.7194717	0.72818357	0.72451663	0.71753705	0.71328896	0.7270528	0.71579224	0.71847117	0.7254057	0.72057337	0.71992564	0.7197356	0.7186539	0.7161024	0.71710384	0.720044	0.72675174	0.72546387	0.725229	0.7251821	0.7144538	0.72309166	0.72470677	0.71696675	0.7230651	0.730627	0.7229209	0.71671224	0.7261384	0.72049105	0.72319835	0.72376966	0.7179744	0.7219865	0.72007954	0.7207224	0.72378033	0.72252727	0.72677094	0.7227361	0.714673	0.71959776	0.7196231	0.7217333	0.7178244	0.71917397	0.7183855	0.72494787	0.72861075	0.716191	0.71825385	0.7202919	0.71699667	0.72552896	0.72162753	0.7236858	0.71919364	0.7233951	0.7205093	0.7262864	0.7216914	0.71953547	0.71638024	0.71648777	0.71461135	0.71861	0.72710526	0.71582276	0.71940243	0.71865124	0.71501416	0.72088516	0.7181321	0.73464066	0.7233133	0.7218886	0.6385942	0.84734964	0.4661073	0.3854975	0.54425323	0.8485229	0.6414045	0.8528064	0.4406005	0.38262144	0.42056057	0.6330405	0.43698204	0.56048363	0.34831193	0.369131	0.41992205	0.3858066	0.22229244	0.43518615	0.60870546	0.51560724	0.47284293	0.40375116	0.4433182	0.44115704	0.28199965	0.70755786	0.4271843	0.506192	0.36941957	0.7934657	0.34168175	0.5806801	0.76561606	0.63904107	0.81706995	0.36221263	0.4119036	0.4113418	0.45220718	0.561094	0.6193849	0.69271064	0.3181759	0.70510554	0.53210706	0.5390673	0.252107	0.7995728	0.399496	0.45493898	0.77604234	0.64380515	0.52770495	0.41400748	0.6447818	0.40200344	0.80124813	0.32001635	0.805927	0.41659504	0.39702785	0.82809865	0.41004547	0.7172887	0.71245223	0.4053855	0.7789111	0.33306164	0.67052627	0.28460094	0.3460781	0.70495063	0.7501743	0.66467685	0.36894146	0.5482163	0.41484562	0.57598394	0.7958093	0.77134573	0.6806293	0.8242762	0.6017669	0.8012531	0.29416722	0.65684485	0.62247866	0.35110253	0.6014418	0.747317	0.38775852	0.40438023	0.81152415	0.25634953	0.4250608	0.80370444	0.3190838	0.7516597
GSM546276.CEL	0.71920663	0.72495407	0.7278791	0.7188784	0.7241087	0.71935815	0.72180164	0.72183293	0.72176325	0.7232205	0.7255561	0.71850157	0.72027355	0.7282135	0.7191729	0.71828496	0.7290804	0.7216473	0.7240481	0.726797	0.72414184	0.7199366	0.7213036	0.7223534	0.71986395	0.72858053	0.72491103	0.71793073	0.7136782	0.72745067	0.71618825	0.7188656	0.7257957	0.7209688	0.7203204	0.72012144	0.7190429	0.7165013	0.7174915	0.7204335	0.7271463	0.72585475	0.72562826	0.72558206	0.7148457	0.723483	0.7250969	0.71736026	0.7234557	0.73101604	0.72330827	0.71710366	0.726534	0.72088766	0.72359216	0.7241616	0.71837133	0.7223781	0.7204731	0.7211195	0.72417384	0.722919	0.7271612	0.72313035	0.7150668	0.7199886	0.72001845	0.7221288	0.71821487	0.7195683	0.7187843	0.7253397	0.729006	0.7165848	0.71864736	0.7206859	0.71739113	0.72592705	0.7220207	0.7240804	0.71958756	0.7237876	0.7209003	0.72667456	0.7220852	0.7199214	0.7167691	0.7168832	0.7150025	0.7190037	0.72750044	0.716219	0.71979195	0.7190439	0.71540606	0.72128016	0.7185257	0.7350374	0.723704	0.72228265	0.63869697	0.847446	0.46617177	0.3855625	0.5443277	0.8486155	0.6414675	0.85290366	0.44068938	0.38266924	0.42064345	0.6331238	0.4370478	0.5605636	0.34835786	0.36918998	0.4199766	0.3858492	0.22232522	0.43525407	0.6087966	0.5156843	0.4729252	0.40379405	0.44339472	0.44122237	0.2820347	0.7076381	0.42725566	0.50627536	0.36946028	0.7935574	0.34173203	0.5807645	0.76570827	0.63911897	0.81717485	0.36226147	0.41194984	0.41139212	0.4522695	0.56119597	0.61947554	0.6927961	0.3182001	0.705204	0.53219676	0.53913575	0.25214678	0.7996805	0.39955792	0.45500723	0.7761522	0.64389527	0.5277945	0.4140579	0.644884	0.40205553	0.8013499	0.32004336	0.8060243	0.41665474	0.39708734	0.8282031	0.41009238	0.71740335	0.71254325	0.4054538	0.7790026	0.33310217	0.67061365	0.28464624	0.3461333	0.70503217	0.7502742	0.66476697	0.36899927	0.5482807	0.41490126	0.5760898	0.79591477	0.77145547	0.68072295	0.82436985	0.6018604	0.8013634	0.2942048	0.6569233	0.622575	0.35112828	0.60152775	0.7474137	0.38782248	0.40443945	0.811623	0.25639114	0.42514414	0.8038124	0.31912926	0.75175774
GSM1419153_BC_CAZ.CEL	0.7204904	0.7262365	0.7291742	0.72015995	0.72539395	0.7206433	0.7230942	0.723124	0.7230646	0.724498	0.7268377	0.71978813	0.72155267	0.7295178	0.72046727	0.7195515	0.73036593	0.7229168	0.72532547	0.7280782	0.72542936	0.72121036	0.7225746	0.7236425	0.7211452	0.7298768	0.726199	0.71921664	0.7149498	0.7287499	0.7174819	0.720154	0.7270695	0.72226036	0.72160995	0.7213818	0.7203134	0.71780425	0.7187581	0.72170585	0.7284351	0.7271318	0.7269321	0.7268883	0.71612597	0.7247613	0.726371	0.7186456	0.7247319	0.73228645	0.7245736	0.71838206	0.727826	0.7221835	0.7248783	0.72544175	0.71966743	0.72365713	0.7217585	0.7224169	0.7254589	0.7241986	0.7284362	0.72441846	0.71635324	0.72126526	0.7213097	0.72342086	0.7194904	0.7208564	0.7200869	0.7266197	0.730297	0.717871	0.7199328	0.721973	0.7186796	0.727227	0.72330457	0.72536945	0.72087425	0.7250695	0.72217757	0.7279421	0.7233712	0.72118187	0.7180393	0.7181748	0.7162804	0.7202898	0.72879106	0.71751374	0.7210644	0.72032654	0.7166865	0.72257054	0.7198116	0.7363329	0.72497994	0.72356945	0.6390332	0.8477613	0.46638253	0.3857753	0.5445712	0.8489179	0.6416735	0.85322154	0.44098014	0.38282576	0.42091462	0.633396	0.4372629	0.56082535	0.34850815	0.369383	0.420155	0.38598865	0.22243275	0.43547627	0.6090948	0.5159366	0.47319436	0.40393436	0.44364503	0.44143632	0.28214934	0.7079004	0.42748922	0.506548	0.36959332	0.7938573	0.3418966	0.5810406	0.76600945	0.63937414	0.8175179	0.36242136	0.41210115	0.4115568	0.45247325	0.5615297	0.61977214	0.6930759	0.31827956	0.7055262	0.5324902	0.5393595	0.2522771	0.80003226	0.39976066	0.45523056	0.77651155	0.64419	0.5280875	0.414223	0.64521843	0.40222588	0.8016828	0.3201316	0.8063426	0.41684994	0.39728194	0.8285438	0.41024578	0.7177782	0.7128408	0.4056773	0.7793019	0.33323482	0.67089945	0.2847944	0.34631383	0.70529866	0.7506007	0.66506153	0.36918834	0.5484915	0.4150834	0.57643634	0.79625946	0.77181464	0.68102944	0.82467604	0.6021663	0.8017244	0.29432783	0.6571796	0.62289035	0.3512127	0.601809	0.74772966	0.38803193	0.40463337	0.81194633	0.2565274	0.42541686	0.8041654	0.31927812	0.7520785
control1aerobic_Pae_G1a.CEL	0.72414374	0.72988546	0.732858	0.7238067	0.7290508	0.7243004	0.72677207	0.7267975	0.7267672	0.7281329	0.7304839	0.72344935	0.7251924	0.7332279	0.7241504	0.72315633	0.7340226	0.72652936	0.72896004	0.7317231	0.7290924	0.724835	0.7261911	0.7273104	0.7247916	0.7335641	0.7298634	0.72287613	0.7185693	0.73244584	0.7211637	0.72382045	0.7306938	0.72593564	0.72527933	0.7249686	0.723929	0.7215121	0.7223629	0.7253266	0.73210126	0.73076504	0.73064107	0.73060423	0.7197697	0.7283986	0.7299962	0.7223032	0.728363	0.7359004	0.728174	0.72202045	0.7315013	0.7258705	0.72853774	0.7290842	0.72335595	0.7272965	0.7254162	0.72610825	0.7291156	0.7278396	0.7320632	0.72808325	0.7200145	0.7248982	0.72498417	0.7270969	0.72312045	0.7245219	0.72379357	0.7302613	0.73396903	0.72153175	0.7235909	0.7256355	0.72234625	0.7309252	0.7269578	0.7290369	0.7245357	0.72871697	0.7258121	0.73154837	0.7270305	0.7247691	0.7216543	0.72185063	0.7199175	0.72394997	0.7324627	0.7211982	0.72468543	0.7239765	0.7203306	0.7262421	0.7234707	0.7400173	0.7286106	0.7272311	0.6399946	0.84866047	0.4669858	0.38638434	0.54526806	0.8497803	0.6422627	0.8541279	0.4418124	0.3832735	0.4216909	0.6341746	0.4378785	0.5615739	0.34893826	0.3699357	0.42066556	0.38638777	0.22274044	0.43611225	0.6099474	0.5166583	0.47396463	0.40433583	0.44436148	0.44204852	0.2824776	0.7086503	0.42815763	0.50732815	0.36997426	0.79471344	0.34236753	0.58183044	0.76686984	0.6401035	0.8184965	0.36287907	0.41253415	0.4120281	0.4530564	0.5624844	0.6206204	0.6938755	0.3185067	0.7064468	0.5333296	0.5399996	0.25265017	0.80103636	0.4003411	0.45586956	0.7775372	0.6450327	0.5289258	0.4146954	0.6461745	0.40271342	0.8026329	0.32038411	0.8072513	0.41740873	0.39783886	0.8295159	0.41068482	0.7188492	0.7136912	0.40631709	0.7801564	0.33361447	0.6717165	0.28521863	0.34683046	0.7060605	0.7515334	0.6659037	0.3697296	0.54909444	0.4156046	0.5774273	0.7972434	0.77283996	0.68190527	0.8255495	0.6030411	0.80275464	0.29467997	0.6579124	0.62379205	0.35145423	0.60261345	0.74863243	0.38863155	0.40518826	0.812869	0.25691727	0.42619735	0.8051728	0.31970415	0.75299466
GSM1206646_WT-CHO-2.CEL	0.7249555	0.7306961	0.73367625	0.72461706	0.7298632	0.725113	0.7275892	0.7276136	0.7275898	0.7289405	0.7312939	0.72426283	0.72600114	0.734052	0.72496885	0.7239574	0.7348348	0.727332	0.72976756	0.7325328	0.72990626	0.7256404	0.7269947	0.72812533	0.7256018	0.73438305	0.7306775	0.72368926	0.7193737	0.73326683	0.7219818	0.7246351	0.73149896	0.72675216	0.72609454	0.7257657	0.72473246	0.7223358	0.7231639	0.72613114	0.73291564	0.73157215	0.73146504	0.7314296	0.72057956	0.7292066	0.7308016	0.723116	0.72916967	0.7367032	0.7289739	0.722829	0.7323177	0.72668964	0.72935075	0.7298933	0.7241755	0.72810507	0.72622883	0.7269285	0.72992796	0.7286485	0.7328689	0.72889733	0.72082824	0.7257055	0.7258006	0.7279136	0.72392714	0.7253364	0.72461706	0.7310703	0.73478466	0.7223452	0.72440356	0.72644925	0.72316104	0.7317468	0.72776955	0.7298516	0.72534925	0.7295274	0.72661966	0.7323495	0.72784346	0.72556627	0.72245777	0.72266746	0.72072583	0.7247633	0.7332783	0.72201693	0.7254901	0.72478753	0.7211404	0.72705793	0.7242838	0.74083537	0.7294172	0.7280446	0.64020914	0.8488606	0.4671205	0.38652033	0.5454236	0.8499723	0.6423943	0.8543297	0.4419983	0.38337365	0.42186427	0.6343484	0.438016	0.5617411	0.34903437	0.37005916	0.4207796	0.3864769	0.22280921	0.4362543	0.61013764	0.5168195	0.47413668	0.40442547	0.44452152	0.4421853	0.28255093	0.7088175	0.42830694	0.5075024	0.3700593	0.7949042	0.3424728	0.58200675	0.76706165	0.64026624	0.81871444	0.36298132	0.41263083	0.41213334	0.45318663	0.5626975	0.62080973	0.69405395	0.31855738	0.70665216	0.53351706	0.5401426	0.25273344	0.80126005	0.40047076	0.45601225	0.77776587	0.6452209	0.52911294	0.41480094	0.6463878	0.40282232	0.80284464	0.32044053	0.80745375	0.41753355	0.39796323	0.8297324	0.41078284	0.7190881	0.7138808	0.40646002	0.7803468	0.33369926	0.6718989	0.28531337	0.34694588	0.7062306	0.75174135	0.66609156	0.36985052	0.5492291	0.41572106	0.5776485	0.7974627	0.7730685	0.6821007	0.8257441	0.6032364	0.8029842	0.29475865	0.6580759	0.6239932	0.35150817	0.602793	0.7488337	0.3887655	0.40531224	0.8130745	0.2570044	0.4263717	0.8053971	0.3197993	0.75319886
GSM1267096_HZI1960a_Pae_G1a.CEL	0.72580105	0.7315403	0.7345284	0.72546095	0.7307093	0.7259593	0.72844017	0.7284636	0.7284465	0.7297815	0.73213756	0.72511023	0.7268435	0.73491013	0.72582126	0.7247917	0.7356807	0.7281679	0.73060846	0.733376	0.73075366	0.72647923	0.7278316	0.7289739	0.72644556	0.735236	0.73152524	0.72453624	0.72021157	0.73412174	0.72283393	0.72548354	0.7323375	0.72760266	0.7269436	0.7265958	0.72556925	0.72319394	0.72399825	0.72696906	0.73376375	0.73241276	0.73232305	0.73228914	0.721423	0.7300483	0.7316403	0.7239626	0.7300099	0.7375392	0.7298072	0.723671	0.7331679	0.72754276	0.7301975	0.73073614	0.7250291	0.72894716	0.7270752	0.7277826	0.73077404	0.729491	0.73370796	0.7297453	0.7216757	0.72654635	0.7266509	0.7287642	0.72476727	0.7261846	0.7254748	0.7319128	0.735634	0.7231924	0.72525024	0.72729677	0.72400963	0.7326023	0.7286148	0.7307002	0.72619665	0.7303713	0.7274607	0.7331839	0.72869027	0.7263965	0.72329456	0.72351813	0.7215678	0.7256103	0.7341276	0.7228697	0.7263281	0.7256322	0.72198397	0.7279074	0.7251306	0.7416873	0.7302572	0.72889185	0.6404329	0.84906924	0.46726102	0.3866623	0.545586	0.8501725	0.64253145	0.8545399	0.44219226	0.383478	0.42204523	0.6345296	0.43815944	0.56191546	0.34913468	0.370188	0.4208986	0.38656995	0.22288093	0.43640253	0.61033624	0.5169876	0.47431618	0.40451905	0.44468847	0.44232795	0.28262743	0.70899206	0.42846268	0.5076841	0.3701481	0.79510325	0.34258255	0.5821907	0.7672616	0.6404361	0.8189418	0.363088	0.41273174	0.4122432	0.45332256	0.56291986	0.6210073	0.69424	0.31861037	0.7068664	0.5337126	0.5402917	0.25282046	0.8014933	0.400606	0.45616117	0.7780042	0.64541703	0.5293082	0.41491103	0.6466103	0.40293598	0.8030653	0.3204994	0.8076648	0.41766375	0.39809307	0.8299581	0.4108852	0.7193371	0.71407866	0.40660912	0.7805455	0.3337878	0.6720891	0.2854123	0.3470663	0.70640785	0.7519582	0.6662876	0.36997667	0.54936963	0.4158425	0.5778793	0.7976912	0.7733067	0.6823045	0.8259469	0.6034401	0.8032234	0.29484072	0.6582466	0.6242032	0.35156444	0.60298026	0.7490436	0.38890523	0.4054416	0.81328887	0.25709534	0.42655358	0.8056311	0.31989866	0.7534118
GSM252507.CEL	0.72822267	0.733958	0.73696864	0.72787833	0.7331324	0.7283834	0.73087746	0.73089796	0.7309	0.7321905	0.73455334	0.72753716	0.7292561	0.73736733	0.7282625	0.7271816	0.7381027	0.73056245	0.733017	0.73579085	0.7331809	0.72888196	0.73022884	0.73140466	0.7288624	0.7376781	0.7339532	0.72696203	0.7226119	0.73656994	0.7252747	0.72791386	0.7347389	0.7300382	0.72937554	0.7289737	0.7279662	0.72565174	0.7263883	0.7293691	0.7361924	0.73482	0.7347801	0.73475075	0.72383904	0.7324587	0.73404247	0.7263874	0.73241615	0.73993295	0.7321934	0.7260832	0.7356027	0.72998613	0.7326223	0.7331497	0.7274739	0.7313592	0.72949946	0.7302289	0.73319703	0.73190385	0.73611104	0.73217374	0.7241033	0.72895443	0.72908616	0.7312002	0.72717386	0.72861403	0.7279314	0.7343257	0.73806626	0.7256193	0.727675	0.7297241	0.72644037	0.73505217	0.731036	0.7331302	0.7286235	0.7327883	0.7298698	0.7355734	0.7311152	0.7287747	0.72569156	0.72595483	0.7239795	0.7280364	0.73655975	0.72531223	0.7287285	0.72805166	0.7244002	0.7303408	0.7275561	0.7441264	0.7326632	0.73131835	0.64107597	0.8496678	0.4676652	0.3870706	0.5460526	0.8507468	0.6429258	0.8551431	0.44275004	0.38377824	0.42256558	0.6350506	0.43857202	0.5624167	0.34942302	0.37055856	0.42124072	0.38683742	0.22308737	0.43682876	0.61090684	0.5174711	0.47483227	0.4047881	0.4451686	0.44273826	0.2828475	0.7094933	0.4289107	0.5082067	0.37040344	0.79567444	0.34289837	0.58271945	0.7678361	0.64092416	0.8195938	0.36339486	0.41302192	0.41255906	0.4537133	0.56355894	0.62157494	0.6947747	0.31876263	0.7074817	0.5342748	0.5407204	0.2530707	0.80216265	0.40099505	0.45658937	0.7786885	0.6459808	0.5298696	0.41522762	0.64724976	0.4032627	0.8036989	0.32066867	0.80827075	0.41803825	0.39846638	0.83060557	0.41117942	0.7200524	0.714647	0.407038	0.7811158	0.33404237	0.6726355	0.28569683	0.34741277	0.7069172	0.752581	0.66685086	0.3703396	0.5497734	0.41619188	0.5785426	0.7983473	0.77399075	0.6828902	0.8265292	0.60402554	0.80391	0.2950769	0.6587368	0.6248065	0.35172626	0.60351866	0.7496464	0.3893072	0.40581357	0.813904	0.2573569	0.4270768	0.8063025	0.3201843	0.7540236
GSM261925.CEL	0.7320728	0.73780096	0.74084616	0.7317219	0.73698384	0.7322372	0.73475176	0.7347676	0.7347998	0.73601973	0.73839325	0.7313958	0.73309165	0.7412718	0.7321434	0.7309819	0.7419516	0.73436916	0.7368455	0.73962873	0.7370388	0.7327021	0.73403984	0.7352683	0.7327049	0.74155885	0.73781204	0.730819	0.7264293	0.74046016	0.7291555	0.7317776	0.7385559	0.7339102	0.7332417	0.7327546	0.7317773	0.72955936	0.73018885	0.7331848	0.74005204	0.7386462	0.7386847	0.73866254	0.7276812	0.7362902	0.73786074	0.7302428	0.7362413	0.74373686	0.7359869	0.72991884	0.73947215	0.73387027	0.7364767	0.73698616	0.73136073	0.73519325	0.73335344	0.73411745	0.73704827	0.73573947	0.7399302	0.73603386	0.72796345	0.7327832	0.73295766	0.7350725	0.7310003	0.7324766	0.7318368	0.73816085	0.7419311	0.7294782	0.73153025	0.733583	0.730305	0.7389456	0.73488474	0.7369926	0.73248184	0.7366302	0.7336996	0.73937154	0.7349702	0.73255605	0.7295031	0.72982925	0.7278146	0.73189354	0.7404249	0.72919595	0.7325449	0.73189837	0.72824246	0.73420876	0.7314126	0.74800086	0.7364878	0.7351757	0.64210474	0.8506222	0.4683126	0.38772482	0.5467997	0.8516626	0.64355695	0.85610473	0.44364363	0.3842592	0.42339918	0.63588417	0.43923286	0.5632192	0.34988502	0.37115225	0.42178884	0.38726595	0.22341815	0.43751153	0.61182	0.5182452	0.4756589	0.4052191	0.4459377	0.4433955	0.28320014	0.71029514	0.4296284	0.5090436	0.37081245	0.7965868	0.34340438	0.58356583	0.76875407	0.6417051	0.8206342	0.36388636	0.41348675	0.41306502	0.45433918	0.564582	0.62248325	0.6956298	0.3190065	0.70846546	0.53517497	0.5414068	0.25347176	0.803231	0.40161833	0.45727527	0.7797811	0.6468827	0.5307685	0.41573486	0.64827275	0.40378624	0.8047102	0.32093987	0.809238	0.4186382	0.39906445	0.8316383	0.41165078	0.72119564	0.71555567	0.4077251	0.7820269	0.33445016	0.6735097	0.28615284	0.34796792	0.70773196	0.75357616	0.6677519	0.37092105	0.5504199	0.41675147	0.57960427	0.7993946	0.77508307	0.68382674	0.8274583	0.6049625	0.8050058	0.29545516	0.6595213	0.6257718	0.35198548	0.6043803	0.7506099	0.38995117	0.40640947	0.81488574	0.2577761	0.42791492	0.807374	0.32064205	0.75500125
GSM567684.CEL	0.73883235	0.7445985	0.7477576	0.73850495	0.74378645	0.7390905	0.74158067	0.74158025	0.7416831	0.74287325	0.74523735	0.73826456	0.7398875	0.7481838	0.73902816	0.7376774	0.7487187	0.7410939	0.7436139	0.74641997	0.74383354	0.739482	0.74075556	0.74206614	0.7395278	0.7483783	0.74464744	0.7376883	0.7332051	0.74733627	0.7360726	0.7386302	0.7452688	0.74077934	0.7401014	0.7394663	0.73851186	0.73643535	0.7368674	0.73991156	0.7468945	0.74538594	0.7456374	0.74557054	0.7344937	0.7430296	0.74455	0.7370537	0.7429906	0.75043386	0.74270684	0.73671573	0.7463655	0.740762	0.7433317	0.7437288	0.73826456	0.7419716	0.7402227	0.7409587	0.74380344	0.7425456	0.74666023	0.7428511	0.73480904	0.73953164	0.7397696	0.7419285	0.7377965	0.73931223	0.7387794	0.7449654	0.7488026	0.73628175	0.73830485	0.74039966	0.73716944	0.7457807	0.7416423	0.7438112	0.7392438	0.74344856	0.7404745	0.746069	0.74180704	0.7392637	0.7362471	0.7366337	0.73463905	0.73873216	0.74720156	0.7360193	0.7393523	0.7386739	0.735071	0.7410408	0.7381635	0.75486964	0.74320936	0.7419958	0.64403456	0.85238403	0.46954915	0.38888678	0.5481219	0.8533353	0.6447033	0.857859	0.4452647	0.38508734	0.42485192	0.63741404	0.44041637	0.5646818	0.3506658	0.3722136	0.42276686	0.38802046	0.22394574	0.43872675	0.61350375	0.51961106	0.47710365	0.40594947	0.44729042	0.444596	0.28382102	0.7117952	0.43096974	0.51048934	0.3715722	0.7983015	0.3442802	0.58514094	0.77044654	0.64310575	0.82254994	0.36472183	0.414324	0.41397685	0.45545578	0.5664473	0.6241862	0.6971634	0.31940076	0.7102361	0.5368322	0.5426455	0.25411654	0.80521125	0.4027396	0.4584986	0.7818168	0.648504	0.5323226	0.41662794	0.65017897	0.40463603	0.8065799	0.3214247	0.8110455	0.41966763	0.40012917	0.8335342	0.4124825	0.7233303	0.71726954	0.4089408	0.783767	0.33513904	0.67515785	0.28697246	0.34895167	0.7092467	0.75540656	0.66948855	0.37197357	0.5516742	0.41769612	0.5815443	0.801332	0.7770437	0.6855674	0.8292031	0.60674393	0.8069821	0.2960684	0.66096747	0.6275095	0.35245404	0.6060113	0.7524146	0.39106303	0.40745002	0.8167383	0.2584362	0.42941308	0.8093665	0.3214474	0.7567935
GSM1608067_Biofilm+12hrcipro_rep1.CEL	0.7407877	0.746581	0.74979466	0.74046934	0.7457795	0.7411078	0.74358445	0.7435726	0.7436887	0.74490154	0.7472517	0.74028873	0.74187523	0.75020427	0.74103147	0.73961556	0.7506834	0.7430454	0.7455765	0.74840033	0.74580705	0.74147725	0.7427147	0.74403715	0.74153495	0.7503475	0.746638	0.739712	0.7351757	0.7493366	0.7381034	0.7406487	0.7472145	0.742788	0.7421016	0.7414247	0.7404847	0.7384391	0.73879707	0.74188113	0.7488845	0.7473525	0.74768615	0.7475914	0.7364857	0.74498916	0.7464737	0.73904264	0.74495167	0.7523797	0.7446759	0.73870987	0.7483913	0.74276847	0.7453477	0.7456784	0.7402933	0.74394494	0.74224824	0.74293536	0.7457495	0.7445378	0.74861646	0.744843	0.73680985	0.7415048	0.74175125	0.7439243	0.7397999	0.7413108	0.74081916	0.7469679	0.75081885	0.73826545	0.7402673	0.7423848	0.739185	0.74776214	0.7436069	0.74580103	0.74119186	0.74544585	0.74244785	0.74800956	0.7437982	0.74122053	0.73820394	0.7386005	0.7366488	0.74074054	0.74915797	0.7380013	0.7413532	0.74064803	0.73708355	0.7430395	0.74010754	0.75686985	0.74515444	0.743998	0.6446319	0.8529179	0.46993664	0.3892353	0.5484956	0.85384405	0.6450524	0.85839283	0.445735	0.38531095	0.4252803	0.6378704	0.440756	0.56511164	0.35087296	0.3725253	0.42303756	0.38824034	0.22408207	0.43907234	0.61401045	0.5199953	0.4775345	0.40614325	0.44769424	0.44495058	0.28400448	0.71226096	0.43138844	0.51089215	0.37181243	0.7988307	0.3445238	0.5856353	0.77097493	0.6435276	0.8231404	0.36494017	0.41456878	0.41426125	0.45579776	0.56701463	0.6247259	0.6976174	0.31950757	0.71075606	0.537333	0.54302555	0.25428572	0.8058202	0.4030837	0.45887277	0.78245056	0.64898807	0.5327605	0.4168988	0.65076053	0.40485686	0.8071543	0.32157454	0.8116107	0.41996413	0.40045065	0.834115	0.41273904	0.7239928	0.7178166	0.40930122	0.7843255	0.33531812	0.67567915	0.28722483	0.34923315	0.70970666	0.7559691	0.6700464	0.37227374	0.55208224	0.4179545	0.5821336	0.8019239	0.77762026	0.6860938	0.8297462	0.6072975	0.80757445	0.29623783	0.6614174	0.6280437	0.35260662	0.60652596	0.75297713	0.3913779	0.40774053	0.8173207	0.25859985	0.4298556	0.80998343	0.32167155	0.7573347
